CasoPeorBurbujaNormal;CasoMedioBurbujaNormal;CasoMejorBurbujaNormal;CasoPeorSeleccionDirectaNormal;CasoMedioSeleccionDirectaNormal;CasoMejorSeleccionDirectaNormal;CasoPeorMezclaNormal;CasoMedioMezclaNormal;CasoMejorMezclaNormal;CasoPeorBurbujaVolatile;CasoMedioBurbujaVolatile;CasoMejorBurbujaVolatile;CasoPeorSeleccionDirectaVolatile;CasoMedioSeleccionDirectaVolatile;CasoMejorSeleccionDirectaVolatile;CasoPeorMezclaVolatile;CasoMedioMezclaVolatile;CasoMejorMezclaVolatile;
   55500;  111300;   30900;   96400;  101100;   94900;   19500;   28800;    8300;   56900;  107300;   19200;   97500;  100900;   96500;   22800;   24400;   14200;
   55600;  109300;   30800;   97700;  101700;   97800;   19500;   28700;    8900;   56800;  108200;   19200;   97700;  105700;   97200;   23500;   23800;   15100;
   54800;  110200;   30900;   96600;  105200;   98300;   19800;   31300;    8800;   57200;  118400;   22500;   97000;  101900;   96400;   23800;   25800;   14000;
   57100;  108400;   31400;  100500;  103200;   96900;   19600;   30700;    8800;   58500;  109200;   56800;  102700;  103900;  138200;   24800;   23700;   14300;
   57700;  112200;   31700;   97900;  104400;   98500;   30100;   28300;    8500;   58100;  114200;   26600;   97500;  102300;  102500;   28300;   24500;   14900;
   55500;  140000;   32000;   99500;  104600;  100000;   20800;   31400;   13200;   59600;  121000;   26200;   99500;  103500;   97500;   28000;   27600;   13800;
   56800;  111700;   32200;   99900;  110400;   99300;   19900;   31600;   15400;   59500;  120200;   22800;  100200;  104100;   99000;   28000;   24700;   16600;
   56500;  117800;   32100;  100600;  107600;  102600;   20000;   29500;   15000;   58600;  128100;   19600;  101000;  107600;  100900;   25300;   28200;   13700;
   57900;  115300;   32600;  101300;  105600;  102100;   23000;   30900;   14100;   59500;  117000;   19700;  100300;  106700;   98900;   25600;   24000;   13600;
   56700;  114600;   34400;  104000;  107200;  103500;   19800;   27400;   14100;   59800;  113600;   19800;  102000;  115600;  100600;   24400;   23300;   15100;
   60000;  120700;   32300;  100800;  105200;  102100;   19900;   29100;   13800;   60300;  114700;   20000;  102100;  107100;  101400;   25400;   28100;   14900;
   57400;  114500;   32600;  105100;  106300;  102700;   19800;   37000;   15100;   61000;  116200;   20200;  104100;  110900;  101900;   27100;   25000;   15600;
   59300;  117700;   33300;  103500;  106800;  103300;   35900;   27100;   16000;   64400;  119500;   23800;  104800;  107400;  104500;   25100;   27500;   14700;
   60400;  129300;   33200;  103600;  107800;  104100;   60200;   20400;   15800;   61400;  112200;   25400;  158800;  108100;  103800;   28000;   24900;   14000;
   58500;  135100;   32900;  104900;  109200;  104400;   33400;   19400;   18700;   61200;  145300;   25700;  104900;  109000;  102900;   64300;   24700;   15200;
   60600;  134400;   33200;  105600;  110800;  105800;   20800;   22400;   15000;   61700;  120500;   27500;  105100;  109900;  104700;   45200;   25200;   14400;
   60700;  132800;   33700;  105900;  134200;  108100;   21000;   18500;   14400;   62900;  112500;   21800;  105600;  109900;  104900;   41900;   37900;   15500;
   59100;  135200;   33600;  107300;  110100;  106100;   20200;   20900;   14700;   62900;  120100;   20700;  106400;  110900;  107300;   40800;   27200;   14500;
   60800;  137900;   34900;  107700;  110600;  106400;   20300;   19700;   14000;   62800;  119100;   26900;  107300;  110700;  106500;   41500;   26900;   14200;
   63100;  130200;   34300;  109200;  111300;  107700;   20200;   19500;   14700;   63500;  115500;   28900;  114400;  111600;  106800;   35300;   27300;   16700;
   60100;  119700;   32200;  108700;  113400;  106900;   20400;   18900;   14400;   66200;  123900;   28100;  115300;  112300;  107800;   38800;   27600;   14600;
   62200;  123200;   34000;  108500;  114700;  108500;   20300;   19600;   14900;   64400;  148200;   28600;  115300;  113800;  109500;   42900;   27100;   16400;
   61300;  125700;   34900;  109400;  113600;  109200;   20400;   33100;   14600;   63800;  123200;   31200;  112700;  112600;  109600;   41800;   26800;   13700;
   62700;  120100;   34900;  109200;  115900;  108400;   21200;   39300;   15300;   65000;  144100;   30600;  113800;  116400;  109900;   32600;   25600;   15600;
   63000;  139700;   35300;  110800;  114900;  110200;   20500;   32300;   15300;   65700;  122200;   30200;  116600;  115100;  110100;   25300;   26600;   13900;
   64100;  138300;   35300;  112900;  115100;  111200;   20800;   30400;   14700;   65800;  132600;   30100;  114900;  117000;  111800;   25600;   28200;   13700;
   63600;  120000;   35600;  111200;  115500;  114200;   20900;   33300;   15800;   65100;  124300;   29000;  115100;  115300;  110300;   25600;   26000;   16200;
   64200;  151400;   34700;  112900;  115400;  111400;   24900;   24500;   15800;   65600;  140600;   28900;  117800;  121600;  112900;   26600;   27000;   14900;
   64500;  139600;   35900;  114200;  118500;  112400;   21800;   20100;   15400;   66000;  153700;   31400;  111600;  118600;  111200;   25300;   24700;   16400;
   63500;  148600;   36600;  112900;  120800;  114000;   21700;   54800;   16900;   66500;  141800;   31600;  114800;  120700;  112900;   27000;   27300;   16200;
   65100;  141100;   36400;  115600;  121500;  112700;   20600;   33500;   14500;   69700;  141100;   32600;  122900;  119200;  114400;   27000;   26100;   15800;
   65800;  153200;   36600;  115400;  122700;  114000;   21100;   33400;   15400;   66100;  146300;   32200;  114900;  119600;  115400;   24400;   27000;   16400;
   65500;  225100;   36300;  115800;  120300;  115000;   21700;   33700;   15300;   67200;  145900;   29900;  114300;  124100;  113900;   26600;   27200;   18900;
   65100;  255600;   36700;  116200;  122800;  115900;   22100;   33000;   15200;   67700;  145500;   30000;  115200;  119000;  115700;   25900;   25000;   20900;
   66800;  156600;   36800;  117200;  121100;  118400;   21800;   31800;   14400;   69900;  176500;   31000;  118700;  122600;  116800;   27600;   27400;   15100;
   67300;  150000;   39100;  119500;  120900;  119600;   21900;   31000;   16000;   68300;  397200;   31100;  160800;  121000;  118000;   25400;   26000;   17500;
   66100;  154500;   37500;  122000;  122500;  117200;   21800;   46900;   16200;   69500;  251100;   31700;  125300;  123900;  116800;   25900;   28400;   15700;
   67600;  157800;   37100;  120000;  124100;  118800;   23300;   29500;   15300;   69500;  166100;   32500;  144200;  121600;  118000;   28100;   26600;   15800;
   68200;  192000;   37800;  119900;  125500;  117500;   23100;   29700;   17400;   70600;  202000;   26700;  295200;  124700;  118400;   25600;   29600;   16500;
   67100;  136900;   37200;  119100;  136900;  119500;   22200;   30800;   17600;   70200;  256100;   23100;  123500;  125700;  120500;   27900;   33100;   15200;
   69500;  129900;   38300;  119500;  126900;  123100;   21700;   30500;   18600;   70100;  313900;   23200;  127200;  126900;  119800;   27300;   26000;   16800;
   68700;  128500;   37800;  121200;  126000;  120200;   23900;   30900;   15500;   71300;  150300;   27700;  124900;  125900;  120100;   31800;   20300;   17300;
   69200;  136500;   37900;  121600;  125100;  124000;   23700;   30600;   15300;   71500;  156300;   28000;  123400;  126000;  123100;   26200;   19400;   21500;
   69600;  142100;   38600;  123000;  126800;  123100;   23000;   31900;   17100;   71700;  150800;   27700;  122400;  127200;  120700;   30700;   22100;   33800;
   68500;  150900;   39100;  125600;  128700;  122100;   22000;   29300;   18300;   72400;  146900;   27600;  122700;  126900;  122700;   35200;   19200;   23600;
   70600;  181300;   39300;  125400;  129400;  124700;   25200;   30000;   23200;   71900;  139600;   27800;  121700;  129000;  123600;   36000;   18400;   23700;
   70800;  204200;   39000;  124400;  131900;  124100;   22600;   28500;   20800;   76000;  146300;   27900;  124100;  152100;  125300;   34600;   19500;   24000;
   72300;  183200;   38400;  124800;  128800;  127200;   22300;   34400;   18900;   74600;  153500;   28000;  123400;  130900;  127300;   38200;   18500;   24600;
   72500;  146700;   39700;  125600;  130000;  124800;   22000;   30100;   19600;   73600;  160800;   28200;  128500;  132400;  125000;   36100;   20700;   16800;
   70600;  136200;   40700;  125500;  130700;  124700;   22000;   31700;   18200;   73500;  161300;   28800;  129300;  129100;  126100;   26100;   19100;   19400;
   72500;  181000;   40100;  127000;  131100;  127100;   22400;   32700;   15800;   73300;  135100;   28700;  129200;  129600;  126300;   28500;   20600;   17000;
   71400;  206900;   39800;  127300;  131500;  127500;   22500;   29600;   19800;   74800;  149200;   24500;  126800;  132600;  126400;   26000;   20200;   18500;
   74300;  147400;   40100;  130400;  134100;  127600;   22800;   34000;   19700;   74500;  144400;   24700;  133300;  132900;  126700;   28500;   23600;   16400;
   74700;  171600;   40400;  130500;  134500;  127000;   24200;   28900;   17800;   74600;  140000;   24700;  131900;  133100;  127700;   32200;   19700;   18800;
   72000;  157400;   40800;  129500;  181100;  129500;   23100;   30800;   18300;   75500;  142000;   24700;  133100;  134500;  131600;   29700;   22300;   16100;
   74600;  141400;   40400;  131100;  133500;  130100;   24000;   29900;   15900;   78000;  150100;   24900;  135700;  136500;  128700;   27400;   24100;   16200;
   74200;  165300;   40900;  130800;  133700;  129800;   26800;   31800;   16900;   78100;  146800;   25100;  131100;  134700;  130700;   27700;   19500;   20000;
   74500;  165200;   41000;  132800;  133800;  131500;   22800;   28800;   16700;   77500;  143200;   25300;  130300;  135400;  129800;   28300;   20700;   15400;
   74900;  159700;   42400;  133900;  135200;  133300;   23700;   35000;   17100;   75600;  138600;   25600;  132100;  136000;  134900;   27100;   19400;   18300;
   75000;  147100;   41800;  131500;  136900;  131700;   22600;   31400;   15700;   78800;  142400;   25600;  133900;  136800;  131500;   28800;   19800;   17300;
   76000;  161200;   40300;  138700;  140600;  132700;   23000;   30100;   17200;   79000;  145400;   26000;  131600;  137200;  132000;   31000;   26500;   18300;
   77200;  138400;   41000;  134300;  138000;  132700;   22900;   31000;   18600;   74800;  147700;   56100;  133400;  136600;  133800;   29400;   95900;   16800;
   75100;  176600;   41200;  136200;  140200;  134300;   23000;   31200;   18700;   77000;  146800;   26100;  134100;  138700;  136700;   27500;   29200;   18000;
   76600;  184100;   41800;  135300;  141000;  134500;   23500;   33200;   16600;   75300;  151900;   30300;  135100;  140700;  135200;   30000;   28100;   16900;
   80300;  144000;   43000;  134100;  143100;  134800;   24500;   35200;   15800;   78500;  144900;   30200;  136400;  140700;  135300;   27500;   33000;   16500;
   77400;  223500;   42100;  137200;  143300;  136500;   24000;   36400;   16100;   78100;  148400;   30500;  135200;  141900;  135300;   29700;   32000;   16700;
   77900;  147700;   43000;  136200;  140600;  137100;   23600;   31300;   16000;   76700;  147400;   27100;  138300;  142100;  135100;   29800;   30200;   16100;
   81200;  173700;   43000;  138300;  145600;  137600;   24200;   32900;   18000;   78200;  154800;   28100;  137500;  144200;  137100;   28900;   30600;   18000;
   83200;  172600;   42800;  137900;  143000;  137100;   23900;   33300;   17600;   79100;  158600;   26400;  138200;  143000;  139700;   40900;   30200;   17100;
   77900;  166000;   43200;  139700;  143700;  139200;   24800;  100500;   18700;   78300;  168600;   28500;  142100;  144900;  138600;   27900;   31800;   19400;
   79800;  153100;   44300;  140200;  144100;  139200;   26900;   57900;   17100;   79600;  165900;   32500;  140200;  166700;  139900;   29500;   29900;   18100;
   79800;  153800;   44100;  139600;  145300;  140900;   32100;   44800;   17500;   80600;  164700;   27000;  140400;  145200;  139100;   29300;   31400;   19400;
   80000;  169900;   44700;  141500;  148500;  145300;   24400;   45100;   17700;   82200;  156200;   27300;  139400;  147000;  142000;   30800;   32200;   18700;
   80400;  171100;   43700;  142000;  150300;  151600;   24200;   48200;   18200;   92600;  150700;   27300;  142300;  147500;  141300;   28800;   27600;   18100;
   82600;  152300;   43500;  145100;  148200;  165300;   23900;   42600;   16500;   81200;  155600;   27500;  143000;  147100;  141500;   29600;   30700;   17200;
   81500;  189900;   45500;  146500;  148900;  165400;   24900;   34100;   16800;   81500;  152300;   27300;  143800;  147800;  142800;   32600;   28700;   17200;
   82000;  161100;   44700;  144700;  148900;  167900;   36100;   30900;   20200;   80500;  153700;   36700;  144200;  151400;  145700;   34500;   28700;   16300;
   82400;  157000;   45300;  148500;  149900;  164500;   38700;   36300;   19300;   82700;  160300;   34200;  147900;  148700;  144600;   46000;   27900;   17200;
   84100;  181400;   45700;  148600;  152300;  149100;   38300;   30900;   16700;   82500;  153700;   27700;  146400;  148000;  144100;   36000;   26200;   16700;
   82900;  240800;   46200;  145200;  150400;  150000;   31100;   33900;   19700;   82800;  158300;   33800;  145000;  151200;  148100;   31200;   30000;   18200;
   83900;  192500;   44900;  147000;  154100;  147800;   24200;   35400;   16800;   83200;  156300;   35400;  149500;  153200;  145600;   28700;   26400;   17200;
   83600;  191200;   45200;  147400;  152600;  146200;   24800;   32800;   16400;   83500;  157500;   35000;  146900;  152400;  148100;   30400;   27600;   18300;
   84400;  163300;   46400;  147200;  154800;  146000;   25100;   29300;   17500;   84400;  151800;   32600;  147100;  189000;  147100;   35600;   27000;   16700;
   86100;  176500;   45800;  148800;  152700;  147600;   25500;   25300;   17100;   85700;  158400;   32800;  148700;  156100;  149900;   33100;   36800;   18000;
   84500;  162000;   46600;  150300;  156900;  151900;   25000;   22000;   19200;   86700;  160400;   33100;  150200;  153600;  149100;   29200;   25800;   16900;
   85000;  177200;   46800;  151200;  155300;  211800;   24200;   22500;   16100;   86200;  163700;   33000;  150300;  154800;  149900;   30800;   32300;   16900;
   85600;  205400;   46600;  150700;  158200;  157700;   24200;   20900;   18200;   86100;  160900;   33300;  160600;  154900;  149600;   29200;   28300;   16700;
   86600;  174000;   47400;  154100;  156100;  152800;   33300;   22300;   17700;   86000;  166300;   28900;  152400;  156300;  151600;   30800;   27500;   17200;
   86500;  181000;   47200;  156400;  157000;  152900;   25200;   23200;   19200;   87200;  171500;   29100;  150800;  159200;  152100;   29500;   28900;   19800;
   89000;  164500;   46800;  154400;  160400;  152400;   24300;   23000;   18000;   86700;  163300;   31700;  151500;  156800;  156200;   30500;   32000;   17500;
   88300;  176000;   48200;  153500;  157700;  152500;   25400;   25800;   18700;   86900;  165600;   36700;  153000;  157500;  154700;   36300;   28200;   20400;
   88400;  197900;   47900;  156400;  159300;  153200;   29100;   21300;   18300;   87300;  171900;   43300;  155100;  159900;  153700;   31800;   27300;   17800;
   88500;  171700;   47800;  155400;  160900;  156800;   24700;   20200;   20000;   88100;  164200;   49300;  155200;  160400;  153000;   29500;   34800;   21100;
   88800;  197600;   47600;  156700;  161300;  163100;   25200;   26800;   17300;   90000;  158800;   29500;  159600;  160600;  154000;   31400;   31400;   17600;
   89600;  166100;   48400;  192800;  161900;  392400;   24600;   29600;   18500;   89000;  165100;   29800;  156100;  163100;  156800;   29700;   29000;   19800;
   89400;  261400;   47800;  159500;  162700;  195000;   25600;   22900;   17100;   92900;  166900;   31700;  157300;  162500;  155500;   31400;   28500;   17800;
   89800;  162600;   49100;  157500;  163000;  213600;   25300;   21300;   18800;   89800;  170200;   30200;  158400;  163500;  159700;   30000;   27300;   27300;
   89900;  169800;   49400;  159700;  166100;  164900;   25500;   22300;   20000;   90900;  164100;   33000;  157100;  162400;  156300;   31700;   27200;   17800;
   90800;  189300;   49300;  160700;  165100;  164600;   25000;   21100;   18900;   89900;  167700;   30200;  159400;  167300;  158700;   34200;   28700;   37400;
   90700;  183000;   50600;  159900;  165200;  163200;   25400;   24800;   19700;   92400;  169700;   30400;  161700;  167700;  158300;   32200;   27600;   21100;
   93300;  192600;   50200;  166600;  168100;  160000;   25300;   21000;   19400;   90400;  167400;   30600;  160800;  166400;  159800;   32000;   28800;   19000;
   92200;  176300;   49000;  164600;  169700;  165500;   25300;   26800;   21200;   91000;  168500;   30600;  160300;  167800;  159700;   32200;   28600;   18100;
   93200;  179200;   49900;  160700;  168700;  163700;   25800;   22200;   19400;   92100;  173600;   30800;  162800;  166900;  164900;   30400;   36900;   18600;
   92500;  192200;   50300;  165900;  178600;  164800;   24800;   24600;   18200;   92300;  166300;   37000;  164400;  168100;  162700;   32400;   30000;   17500;
   93300;  191200;   50500;  163100;  168100;  169400;   25900;   21500;   21200;   92900;  174400;   31300;  163800;  170400;  161600;   30300;   28800;   18800;
   93700;  191900;   50800;  171200;  172500;  173800;   25600;   25600;   19300;   93300;  178500;   31600;  165400;  170900;  163600;   34300;   27300;   18100;
   95200;  175400;   49700;  165700;  170700;  174100;   32100;   27600;   25500;   94500;  177900;   31500;  164900;  170100;  164800;   30800;   32800;   18800;
   94200;  175300;   50200;  166300;  170300;  178200;   25600;   23000;   19500;   95100;  173700;   31600;  171900;  170800;  164500;   31800;   30400;   17800;
   95300;  174300;   51700;  167000;  170800;  199100;   25900;   22200;   20400;   94100;  200400;   31800;  167700;  173700;  168000;   31800;   32600;   19300;
   94200;  180100;   51700;  166800;  171700;  175100;   25800;   24200;   18900;   94600;  168500;   32100;  166500;  171300;  167700;   34100;   31100;   19900;
   95500;  171400;   51600;  167400;  176900;  175400;   32000;   22700;   22500;   95000;  177300;   32300;  169800;  172700;  167600;   30900;   32100;   20700;
   96600;  172400;   51600;  173200;  175700;  171300;   26400;   24500;   17600;   95300;  181800;   32200;  169700;  175600;  171300;   33400;   31500;   17900;
   96300;  177500;   51700;  174000;  175500;  175200;   28300;   30600;   19400;   97200;  171400;   32500;  169800;  175100;  168600;   36400;   35600;   18600;
   97700;  176600;   53300;  172500;  176800;  185200;   33500;   24100;   18300;   96700;  179700;   32500;  170500;  176500;  170200;   28500;   33600;   21100;
   97400;  184300;   53000;  194500;  177100;  176200;   27700;   24100;   24600;   96800;  183200;   32600;  170900;  177700;  173900;   21100;   34200;   17600;
   97100;  179200;   52700;  171200;  177700;  175100;   26800;   24000;   11000;   97600;  175700;   32800;  171800;  176800;  181600;   21200;   29300;   19200;
   99100;  179800;   52600;  177200;  178200;  179400;   25800;   24400;   11100;  169800;  175700;   32700;  173500;  186000;  171200;   20000;   36000;   17600;
   98100;  177000;   53400;  173500;  178900;  178700;   26200;   22100;   11300;  124200;  178800;   32900;  175600;  180700;  171900;   21600;   31900;   20000;
   98500;  182700;   53900;  174100;  179300;  180900;   26500;   23900;   11500;  118400;  184300;   63200;  174500;  179400;  172700;   21700;   33900;   19700;
   99400;  185800;   53600;  174800;  178500;  183400;   28700;   22900;   11200;  118100;  185700;   41100;  177000;  179700;  174500;   20500;   33700;   21500;
   99700;  187000;   54000;  177700;  182700;  181400;   26100;   27400;   11600;  116400;  185600;   39500;  176000;  182300;  225400;   22400;   30900;   19200;
  126100;  185100;   54600;  180400;  183600;  182600;   28100;   46400;   11300;  118400;  184000;   41900;  177600;  181600;  184200;   20600;   33700;   20900;
  103200;  184600;   54400;  178200;  183300;  182800;   26600;   66900;   11300;  102100;  182000;   44200;  206800;  184900;  187200;   21600;   37500;   19500;
  100500;  185400;   53300;  178800;  183600;  189400;   27600;   34800;   10900;  102500;  192200;   41200;  191000;  183500;  187300;   26000;   30400;   20800;
  101000;  187200;   54700;  182400;  184000;  184200;   30200;   41600;   11400;  105800;  188600;   39900;  183700;  183800;  188200;   23100;   31900;   19500;
  101600;  206200;   54700;  180000;  186800;  185900;   27300;   48800;   11400;  100900;  183500;   43000;  187800;  184700;  189400;   20000;   30500;   20900;
  102000;  206700;   54900;  185200;  186500;  187600;   26900;   38100;   11200;  126100;  186600;   40300;  189300;  184600;  180400;   23200;   31400;   19000;
  103900;  207300;   55900;  183600;  185500;  187000;   34700;   37000;   11200;  100700;  193700;   39000;  183500;  188600;  180300;   21400;   30700;   19800;
  102700;  184000;   56000;  182500;  185300;  186800;   30600;   41300;   12100;  104000;  201200;   39200;  185600;  187500;  180400;   27100;   33600;   18500;
  103500;  186000;   55300;  184000;  190100;  189700;   27000;   40200;   11300;  102300;  189100;   39400;  182300;  186900;  181700;   21100;   34100;   19900;
  105100;  186700;   54200;  183200;  195800;  183500;   35900;   61500;   11600;  102500;  189500;   34500;  181300;  190400;  184200;   22800;   35600;   19000;
  106400;  195500;   56100;  186900;  189700;  182500;   27200;   46500;   11200;  105400;  192600;   34500;  184600;  189400;  184000;   24000;   38100;   21600;
  105700;  195700;   56700;  183600;  189700;  183500;   33700;   68500;   11200;  104600;  192600;   34800;  186600;  197400;  182900;   22500;   34300;   19800;
  105200;  193500;   56400;  185100;  190700;  186400;   27000;   41600;   12000;  134100;  196800;   34900;  190400;  191100;  186600;   19900;   35500;   18100;
  106100;  219600;   56900;  194100;  193700;  188000;   27900;   44000;   11600;  120800;  221400;   40200;  186000;  189500;  185000;   20500;   31000;   21000;
  108000;  217300;   56400;  190100;  195100;  186900;   26900;   38700;   11900;  105700;  219700;   40300;  186300;  189900;  201300;   22600;   32300;   19300;
  106500;  226100;   57900;  196900;  195300;  193800;   28200;   35500;   11400;  115800;  217200;   35500;  187100;  192900;  185900;   21400;   32000;   20800;
  107500;  222600;   57400;  188800;  193000;  186100;   27300;   37400;   12100;  109100;  196400;   35500;  189200;  198000;  188400;   24400;   37200;   19100;
  108200;  221800;   57000;  192300;  195200;  187400;   27600;   42100;   11200;  102700;  199100;   36000;  189100;  196500;  187600;   21300;   30700;   19900;
  111200;  216500;   59100;  194700;  196900;  191500;   37600;   37200;   12600;  105000;  199300;   35900;  191500;  195300;  190200;   23700;   32300;   18700;
  111000;  224400;   57300;  198300;  198300;  195400;   36100;   33600;   11600;  104800;  213400;   36100;  191000;  197300;  201300;   21900;   32800;   21900;
  109400;  226300;   57800;  205400;  210700;  192100;   27100;   30800;   11900;  109600;  195200;   36400;  193700;  197000;  201400;   25600;   46900;   19200;
  109300;  222600;   58300;  196400;  199600;  191300;   27500;   28100;   11800;  110600;  200400;   40900;  191500;  202000;  238100;   21800;   37400;   20100;
  112900;  224800;   59300;  203100;  200800;  191100;   28300;   26100;   12100;  110400;  203500;   40600;  195200;  199700;  190700;   25000;   32000;   19200;
  110200;  225000;   58900;  199300;  200300;  196800;   29700;   25100;   12400;  109400;  200900;   36900;  193000;  200200;  192600;   22400;   32700;   21300;
  111200;  234400;   59100;  196500;  199300;  195000;   32300;   25400;   11800;  110300;  197100;   36500;  194300;  201200;  192800;   22800;   32800;   20300;
  110900;  230300;   60100;  202000;  212200;  194900;   27500;   25300;   11500;  111000;  207800;   36900;  194800;  201200;  194500;   23200;   35700;   19600;
  113400;  234700;   59100;  220700;  229300;  196100;   34800;   23000;   11400;  113200;  200500;   37000;  196100;  205000;  196800;   21800;   30700;   22600;
  113400;  237100;   59700;  200900;  247900;  197000;   42200;   33200;   11600;  112000;  215700;   59600;  196300;  203100;  196800;   23000;   33500;   19200;
  113000;  239000;   59900;  198800;  202800;  200600;   15800;   28100;   11900;  111200;  201100;   46500;  199900;  204800;  198000;   22600;   30700;   21900;
  113800;  224700;   60300;  205700;  205000;  198600;   17100;   27400;   11500;  115900;  199800;   45400;  196800;  203500;  200400;   22800;   34700;   19500;
  115000;  233200;   60100;  199600;  215300;  198700;   14600;   26100;   11500;  113200;  203500;   49000;  199600;  204100;  208800;   21700;   33100;   27000;
  115500;  234400;   61200;  201000;  208800;  201800;   14700;   23400;   12400;  115500;  208600;   44900;  200800;  208000;  212000;   26200;   33300;   20800;
  113900;  230600;   60900;  203000;  206800;  201100;   15500;   25200;   12400;  115100;  220600;   42200;  207200;  207700;  214600;   22800;   34400;   25700;
  115200;  205800;   60600;  207100;  208800;  202800;   14600;   23800;   11900;  114700;  212700;   41100;  206700;  207700;  207200;   24000;   31200;   25700;
  115200;  207300;   61400;  213000;  226100;  202100;   14600;   25500;   12100;  114800;  204500;   38400;  200500;  209900;  206000;   24300;   34000;   20100;
  115600;  202300;   61600;  205900;  210400;  202900;   15900;   24400;   12000;  145300;  203300;   38100;  202500;  211300;  208000;   23100;   34000;   23500;
  118000;  205000;   61800;  205800;  236700;  204700;   14800;   35800;   11800;  222700;  211000;   38200;  208400;  214200;  208400;   25500;   36600;   19600;
  117000;  216500;   62600;  207100;  233800;  207000;   16000;   24500;   12100;  190600;  207900;   38500;  206600;  210600;  208300;   26100;   34700;   21300;
  118800;  215700;   61900;  211100;  253000;  218600;   15100;   26600;   11800;  118500;  208100;   38600;  206600;  212800;  210200;   23400;   36900;   20900;
  119900;  216200;   62300;  207800;  215000;  215700;   15200;   30900;   12600;  122900;  205100;   38700;  206400;  214300;  213900;   22400;   35500;   21000;
  117900;  221400;   63000;  211000;  216600;  211600;   16900;   25300;   12000;  123700;  209200;   38900;  208100;  213800;  211300;   23400;   33800;   20300;
  121000;  239600;   62900;  208800;  221500;  206400;   20800;   27600;   12000;  116900;  224700;   39200;  208600;  214000;  211400;   23000;   34900;   21300;
  119200;  217000;   63200;  238900;  217200;  207200;   17300;   31400;   12100;  118600;  216600;   39800;  211000;  216300;  221100;   24600;   33900;   21200;
  121200;  218200;   63500;  216000;  224800;  212000;   15100;   30100;   12200;  119900;  210000;   39400;  212000;  217300;  209300;   26400;   36700;   20900;
  123700;  224700;   63400;  211500;  214300;  209000;   15600;   24300;   12600;  132700;  211400;   39900;  210400;  219500;  208500;   23900;   44600;   21800;
  119800;  221300;   63700;  212000;  217400;  213000;   19100;   28000;   14400;  120400;  213500;   48100;  211100;  258900;  209400;   30600;   34800;   19900;
  122200;  282100;   63600;  213000;  218700;  211800;   21900;   26200;   18800;  121800;  214600;   50200;  213600;  220200;  211100;   23700;   36700;   21400;
  122400;  240500;   55500;  219200;  227300;  212600;   16600;   31400;   16000;  122400;  218800;   39900;  217200;  220000;  212400;   26700;   31400;   21100;
  121500;  249300;   39300;  213800;  218900;  213500;   20200;   27000;   14900;  125200;  214000;   40200;  213900;  218500;  215000;   22700;   35600;   22000;
  121900;  249100;   37200;  217200;  221400;  214600;   22900;   24700;   16100;  121900;  215300;   41700;  214600;  236200;  213500;   23600;   32400;   20900;
  124000;  214000;   35600;  218400;  221700;  215000;   23700;   26400;   14700;  122300;  227900;   46300;  216100;  220900;  215200;   24900;   36600;   20100;
  124700;  219600;   35800;  224700;  223900;  214700;   15000;   25300;   12400;  124700;  238200;   52000;  217700;  220500;  214600;   21900;   32900;   21300;
  126400;  229400;   36000;  224800;  222900;  217600;   15700;   27600;   13100;  124300;  218300;   51200;  218800;  223400;  218000;   24000;   41600;   20500;
  126600;  241400;   36300;  221700;  222900;  217900;   15800;   26900;   12300;  124100;  219000;   50700;  219600;  225400;  217100;   22900;   36600;   25200;
  125600;  217500;   37100;  220200;  226600;  219900;   15200;   25800;   12800;  126200;  223300;   51300;  220000;  227500;  218700;   25300;   34800;   24900;
  125400;  228100;   36500;  276600;  227000;  221800;   17400;   28900;   13100;  126600;  218900;   51300;  219900;  226700;  218700;   33600;   37400;   20500;
  128000;  251000;   36500;  229500;  228400;  220900;   16100;   26200;   13300;  127100;  220000;   52600;  223200;  228000;  219400;   33900;   35200;   22900;
  126200;  245900;   37700;  226900;  228500;  222500;   15700;   29900;   12600;  129600;  225100;   54500;  220700;  230200;  227000;   30900;   37300;   21000;
  128000;  250500;   37600;  229600;  228600;  222300;   17800;   34000;   12600;  127900;  223600;   54400;  226400;  230500;  220800;   28300;   38400;   21000;
  128000;  256000;   37000;  269600;  230500;  222600;   15500;   36000;   12700;  138000;  230300;   53000;  224300;  230900;  220800;   33800;   40500;   21800;
  144300;  245100;   37200;  230400;  232700;  224100;   15600;   27300;   12600;  132400;  221000;   52800;  226200;  228700;  225100;   36000;   40000;   22600;
  130000;  247800;   37500;  234700;  234600;  228600;   15100;   27800;   12500;  129800;  221200;   53200;  225600;  240400;  225000;   47600;   33400;   23200;
  129000;  241700;   37500;  235900;  232500;  226600;   15200;   28300;   13000;  128200;  225500;   54100;  225400;  238900;  227100;   34000;   42400;   21000;
  129600;  219200;   37500;  241200;  234500;  226800;   15600;   26900;   13100;  129500;  259900;   54600;  227700;  232900;  229100;   34400;   39800;   28200;
  129600;  247400;   37900;  232400;  237500;  227500;   15200;   30000;   12700;  128700;  241000;   53600;  229900;  256500;  229500;   30600;   38600;   22400;
  130300;  253800;   38800;  229900;  231400;  232000;   16900;   28400;   12600;  131100;  227200;   54000;  226800;  252600;  236500;   31400;   37900;   24800;
